,Tweets,class
4245,وشو بالنسبة لطريق المطار والضاحية عندها ازالة عثمان وجماعتك المنطوي تحت عنتريتهم ولكن الله غالب ,0
4246,لازم يغَيرولا إسما من وزارة الطاقة ل وزارة كان بدنا ننجز بس ما خلّونا,0
4247,الوزير جبران باسيل كان اول من طرح موضوع عودتهم الى بلدهم ليس انطلاقاً من موقف عنصري معتبرا ان الجميع لاحقاً ,0
4248,العماد عون رغم قصر قامته من بعد,0
4249,بعدك عم تعوي يا كلب معراب يلا كوش ولاك مش عم نلحقلكن عضام العمى,2
4250,الى وزير خارجية لبنان جبران باسيل اذا أردت ان تكون مثل الشيخ بشير الجميل عليك ان تستشهد الآن يا اخي فقط إستشهد و لك,0
4251,يا الله عالأخلاص مابموتوا الا باذن من سيادتو سيدي بتسمحلي اموت حالي ياسرائيل واموت معي كام اسرائيلي…,0
4252,بيكي أندرسون تسأل جبران باسيل المعظم في علم الاقتصاد حول مشاكل لبنان وهو يجيبها بردية زجل عن الشعب اللبناني العظيم معيب,0
4253,ليك يا حب قبل ما تفهم الموضوع ما بحقلك تحكي واذا حابب تعرف تفاصيل فيك تسأل ,0
4254,وهاب أنت المحرم الذي يستحق الحبس المؤبد ,0
4255,ولك دخيلو المعصّب ههههه,0
4256,يا بلا مخ يا حيوان في الاف بقطر عم يسترزقو مش كرمال يجي راحد متاك صرماية يعمل خلاف روح نقبر ضب زعرانك ع… ,2
4257,كان مجتمعنا ينقسم لاسياد و عبيد فجائت الحركة التصحيحية و حققت المساواة بين الجميع و جعلت الكل عبيد,0
4258,يا أخوتنا في لبنان كونوا على حذّر من مدبّر الفتن في الدول العربية ,0
4259,اذا كان لواء عثمان عم يدمر مؤسسات الدوله انت عم تعمل فتنه في بلد لعن الله من ايقظها ,0
4260,و لحشااا عم تحكي مزبوووططط ,0
4261,لا استبعد اَي ش جبران باسيل إنسان بل اخلاق,2
4262,"اذا هالمرة بتقولولنا انو رجعت قصة تشكيل الحكومة للمربع الأول، رح نقلكن أختكن ع إخت هاللعبة ما بقى بدنا نلعب",2
4263,اخر صرعات العهر و الشرمطة و النصب و قلة الاخلاق هو جبران باسيل,2
4264,سليل الحسب فعلا سليل الجحش ابن الجحش ابن الوحش سليله حيونه بامتياز,2
4265,لم يكن خطاب الوزير جبران باسيل في إفتتاح القمة الإقتصادية بمستوى تطلعات اللبنانيين فبدل أن يركز لإطلاع الوفود على ما يع…,0
4266,ما قصرتي بس بدو اكثررررر من هيك ,0
4267,لقد أكلنا هواءاً,0
4268,العاهر الكبير عون…,2
4269,عم يقصد جبران باسيل,0
4270,حالة تستحق الدراسة كيف حافظ الأسد قدر يدجّن أمة كاملة,0
4271,يا لهم من عرصات من اين ياتون بهذا التفائل,2
4272,يحتاج إلى شعب جديد ,0
4273,يللي عملولك شد عصب وانتخبتن روح شد عصبك ودفاع اشتراك موتور عصر الإنجازات,0
4274,مين قتل الشهيد وسام الحسن هني نفسهم جوقة البوم يلي حضرتك معلق بزنارهم ,0
4275,فعلا وبالملموس كلامك صح والف مبروك للناجحين وان شاء الله بتنفرج بالحكومة وخلي هالناس تفرح شوي ,0
4276,ليك شو رايك تحل عن قطر ؟زهقتنا  ,0
4277,مساء النور يا زوات كيفكون؟شو الاخبار؟شو في ما في؟شو وضع البلد؟بعدا الرؤوس عم تتحجم وتتدحرج اربا اربا؟,0
4278,يا معلمنا يطولنا بعمرك ,0
4279,اتمنى ان أحاورك ولو مرة ولكن في كل ما تكتبه لاقيمة له للأسف مهضوم بتخلينا نضحك ,0
4280,أين أنت جبران باسيل يا من لو كان لديك ذرة من الوطنية لعملت جاهدا على إنقاذ كارلوس غصن ونزار زكا من سجون الأجانب,0
4281,كذلك نرى الوئام هو ليس حيادياً او موارباً هومع التحت مع الفقراء والبسطاء الذين يكونون دائماً عند خط ,0
4282,وهاب ما بيهاب تعلمنا من الوئام أن الشجاعة التي نريدها ونكافئ عليها ليست شجاعة الموت بطريقة مشرّفة بل شجاعة الحياة برجولة ,0
4283,شو وقفت عا هيذي مش فهمانا ,0
4284,كلام شعبوي ينم عن جهل بكيفية عمل شركات الخلوي ما في شركات أخذت أي خدمات من الشركات ,0
4285,ما تردو عليها هيدي المخلوقة بتتنفس فتن وبدا تعمل فتنة بين جمهور المقاومة وجمهور التيار والوزير باسيل هو…,0
4286,بدنا نضل ونغير لبقر لمتلك يا خروف خروف ,2
4287,سينهار اكثر وأكثر لطالما نموذج وئام وهام موجود في مجتمعنا ,1
4288,لا دولة دون محاسبة الفاسدين ,0
4289,هربت منو بالبيجامة فا لا تحكي كلام اكبر منك لعاب على قدك يا صغير ,0
4290,عندما تنهق تضحك الحمير ,2
4291,هيدا مستواك وهيدي أخلاقك,0
4292,وانا من كتار بقترح وبطالب يعرضوك عا طبيب بيطري ,2
4293,عن اي دولة يا قائد و القضاء فيها تابع لرجال السياسة ,0
4294,وئومي دخلك ما علقت عالمنظر الميليشيوي يلي صار قدام بيت حسن يعقوب يا شريف يا عفيف فينا نعرف ليش؟؟؟؟ ,0
4295,الكل يتكلم عن الفساد والكل يُتهم الطرف الاخر وكأن الاشباح هي الفاسدة وأهل السلطة أهل الخير والشرف مش مقبول,0
4296,انت كول هوا نحن حرين إنتوا أعداء الله والإنسانية على الأرض,2
4297,كل من يفصل بين الرئيس ميشال عون والوزير جبران باسيل أراه واهماً,0
4298,ياااااااااااا كثرهممممممممممم ,0
4299,بموضوع التيار الوطني الحر و الوزير جبران باسيل و علاقة حزب الله معهم   بعتقد لازم كتار يبلعو لساناتهم,0
4300,جبران باسيل لا يقصد هذا الكلام مقاوم صف اول    ,0
4301,المحجبة ليست أمية ولا جاهلة صورة عنصرية مقززة لا تمت إلى الروعة بصلة,0
4302,جبران باسيل هو قليل من بشير جميل و قليل من سمير جعجع وفارس سعيد,0
4303,طيب اذا انت حمار شو بعملك هههه,2
4304,"يبدو أن صابر، نائب رئيس التيار الوطني الحر، نسي رفض التيار سابقاً توزير نائب وبالتالي جبران باسيل لن يكون وزير خارجية في…",0
4305,ما بسلم عليك اللواء ب بقلك بس يجيه مذكرة يجيبك بجيبك   ,0
4306,جبران باسيل قصف جبهتكم هههههههههه,0
4307,على الجرح جبتلن هيي ,0
4308,ملعون هو وابوه وابو عيلتو وابو اسرائيل على ابو الي بدو يروح ع اسرائيل لعمى اوقح من السوريين المعارضين وانذل واخون انا ماشفت ولاعيني رأت,1
4309,الجرذ جبران باسيل يفتل عضلاته بوضعه لوحة في المنبر الرئيسي لاجتماع القمة كتب عليها وزير الخارجية مخالفا لما جرت علي…,2
4310,عاهاتك ياوطن,2
4311,وسيادتك انت شو محلك من الاعراب حتى اذا دمرت قطرررررررر وقصفتها اكثر من ماسح احذية للسيد وبشار مارح تترفع ,2
4312,أمر عمليات اليوم جبران باسيل ينفذ اوامر الولايات المتحدة وإسرائيل ويريد تغيير عقيدة الجيش,0
4313,حط صرماية بتمك وتم يلي خلفك فهمت ولاك كلب,2
4314,انسانة حرة وصادقة مع نفسك ومع الناس الي حواليكي ومابتغير مبدأئك مع تغيير الظروف والداعمين,0
4315,عم أحكي عن الجعفري يا بهيمة نظام الجعفري قتل نص مليون وهجّر نص الشعب حرفياً لأنه طلعوا مظاهرات ضده وبعدين بتقلي إني أنا يلي ما بفهم بآداب الحوار؟ بهيمة بتجيب المسبة لحالها شو بدنا نقول 🤷🏻‍♂️😂,2
4316,الكهربا فقاسة صيصان  الخارجية سياحة وسفر لجبران  وزارة الفساد حاميها ,0
4317,لا والله ساقطة,2
4318,ما تكون متل جبران باسيل,0
4319,"المقارنة بين جبران باسيل والدكتور سمير جعجع لا تجوز،الاول ناشئ في السياسة والثاني زعي…",0
4320,الاوصة ما بقى في تلا جبران باسيل,0
4321,عووي يا كلب ,2
4322,كول هوا يا ابن الكلب,2
4323,في الداخل وفي الخارج موقفنا واحد لا يتغير لبنان ولبنان وثم لبنان هذا هو جبران باسيل,0
4324,خراس ولا حيوان انا مني من جماعة ريفي لكن أنا بفتخر بالرجال وليس بالطانتات متل معلمك جحش قريطم   ,2
4325,معاليك في ناس كتير بتنسى اصلها على رأي المثل قال بتعرفو شو مشكلة الديك بينسى انو كان صوص ,0
4326,عندي افكار كتير حلوة و بتخدم الحزب    ,0
4327,حماك الله استاذ وئام الكبير ,0
4328,جبران باسيل من فشل إلى فشل بقيادة عائلة الفشل العونية المنصب الصحيح له هو مساح احذية في شارع الحمرا…,1
4329,سؤال لحضرتك أين من تمدحهم بالليل والنهار,0
4330,طول ما الحمار ساكت راح يبقى الكلب راكب ,0
4331,عندما يذوب التلج يبان المرج واذا ناطر عثمان ليضع الاصفاد منقلك نطور يا كديش ليطلع الحشيش ,2
4332,رسمة قديمة رسمتها لرزان زيتونة رزان تمثل لي أحلى شي بسوريا وأحلى شي بثورة,0
4333,ومين القنصلية يلي رح تضل بتركيا وما تشك إنه تركيا بتجسس عليها الموضوع حيضر حتى تركيا,0
4334,هوي بيكره كل العرب ما بفرق والولاء للتومان الإيراني ,0
4335,جبران باسيل يغرّد عن رحيل مي منسى لبنان سيفتقد روحك الجميلة,0
4336,طويلة على رقبتك,0
4337,اقترح عالدولة تستحي على حالها و تضبك بشي سجن نرتاح من فتنتك أو ياخدوك ع دير الصليب يعالجوك خلصنا هبل قرفتنا ,0
4338,لاعق أحذية يا قطيش مش بايدك,2
4339,مشكلتك حمار ورح تبقى طول عمرك حماااااار ,2
4340,ما هو ضمن عاهرات ,2
4341,لست أنا الذي يبكي كالحريمات,0
4342,انتو العونية ضيعان الحكي  معكون  ارطيط كلاب  كيف الله بلى لبنان فيكون,1
4343,اول حرف من اسمو جبران جرجي باسيل,0
4344,في مثل هذا اليوم فطس بغل الأمة,2
4345,مين انت يعني حتى عم تهدد انقبر احترم حالك يا نكرة,2
4346,يا وئام عم تخرب صاير كلو تامر علينا الوهابي والاخونجي فقط للأمانة ,0
4347,معالي جبران باسيل فوت عمكتب عمك فتاح الجارور التاني عيمينك بتلاقي المراسيم العشرة للصبايا والشباب فيهون مسيحية ومسلمين  ,0
4348,العما بقلبو عمي شو حقير وسافل وحاقد هل واطي ولك مع الديمول ما بينهضم,2
4349,ويل لامة تولي عليها مجموعة من الأرذال ,2
4350,فضيلة الشيخ وعامل مسبح شو هالصاحب الفضيله ,0
4351,محل نقاط امك يا حلوة ,2
4352,كول نديم قطيش لانو هوا متلك,2
4353,لا وصف يليق بك الا انك رخييص و تافه.,2
4354,قبل نفوق المقبور حافظ واسرائيل تضرب سوريا الى اليوم وبدون رد شو السبب يا وهاب,0
4355,شاحت الوجييه الله يخزيه وين ماكان هو وعزمي فشاره والعصملي حريم السلطان ,2
4356,نعم ان الله لا يغير ما بقوم حتى يغيروا ما بأنفسهم وكما تكونوا يولى عليكم صدق الله العظيم ,0
4357,جبران باسيل عام ما عنا مشكلة ايديلوجية مع اسرائيل من حقها تعيش بسلام,0
4358,يبغالنا نتصل على السفير ثامر السبهان يحط جزمه بحلقك ياخيي ما بدنا نعمل مشكل مع حدا تفوووووووو يا مرتزق ,2
4359,تيار المستهبل يحكمه الحميري,1
4360,نحتاج سليمان فرنجية رئيس للجمهورية و فيصل كرامي رئيس حكومة و بري رئيس مجلس النواب و وهاب و السيد و الشرفاء نواب,0
4361,لما ال تطالع إنسان ذو صفات من فصيلة الرخويات,2
4362,أنا مش عم قول ما في مشكلة بس المشكلة ليس من جبران باسيل ولا من الرئيس عون,0
4363,سد نيعك يا وسخ شيخ سعد صباطو بشرف عيلتك يا كلب,2
4364,للأعلى يا رب والله يطول عمرك رئيسسنا ,0
4365,بعده هالبغل عايش ,2
4366,شو حلو لو منربط لسانك بسلك كهربا بس مش من لبنان من الدولة الشقيقة وتكون فيها الكهربا ونخلي الفولتا… ,2
4367,انت صوت الحق ,0
4368,"وصف جبران باسيل زيارة الأمير القطري بخرق الحصار اثار حفيظة دول مجلس التعاون الخليجي، وعلمت اللواء ان أعضاء في وفد عر…",0
4369,متعشى ومتقل الظاهر وطالعلك اللوأ عثمان بالكابوس كول خفيف قبل ما تنام بلش درب حالك على اكل اللبنه رح تحتاجها ,0
4370,ما هوي لو بياكل سرماية بعيد عنا بقول يعدمني يا فكروا اذا بصرخوا صوتهن بيوصل   ,2
4371,نحتاح شعب جديد ,0
4372,نظرة سريعة على ثروة جبران باسيل صهر الجنرال تدل على ان العونيين ليسوا فقط محترفين في الفساد,0
4373,"لك وهاب حبيبي في دكتور شاطر اذا بتحب ببعتلك العنوان ، بعالجك والله ، انا بس كرمال ما تبليش تلبوس سوبر مان وتكسر ش… ",0
4374,شكراً جبران باسيل لانك ضمانتنا    ,0
4375,قلو ل جعجع يسد بوزو وانت خراس معو,2
4376,مشكلتهن بينسوا واقعهن المرير حاسبين حالن شغلة كبيرة ,0
4377,له يا عكروت صاير عم تحكي كلام اكبر منك,2
4378,وئام وهاب عميل مأجور عند نظام الاسد انت ومن معك طائفة الموحدين براء منك ومن افعالك بدي قلك شي وخليهم بر… ,2
4379,وإنشاءالله ستبقى نور ,0
4380,وانت شو تعتبر حالك وانت موالي لهذا الحرباء جن بلاط ههههه ,2
4381,يسعد صباحك معالي الوزير ,0
4382,التفاتة جميلة منك استاذة ديمة,0
4383,كل دولة بتدعم الاقتصاد اللبناني نحن معها ,0
4384,ناهب الدولة مش خائن,0
4385,ومعلمك وجه له دعوة فيك تواجهوا شخصيا ,0
4386,هاد ع فكرة كان صحبة كتير مع جدي وعينه مدير عام الريجي ولما ساووا انقلاب حطوه لجدي بالحبس شوي وبعدين اعتقال جبري,0
4387,صحيفة جبران باسيل يزور دمشق قريبًا,0
4388,وانت العاهرة اللي بتحاضر بالعفة   ,2
4389,طز بهيك دولة والف طز بالحريري الفاسد,1
4390,صحافة أردوغان بلشت تخوّف أوروبا من موجة لاجئين جديدة شكله الحدود التركية رح تتسكر بوش يلي بده يحاول يطلع من إدلب,0
4391,هات كلمة حب جبران باسيل وحبه لأمن الكيان الصهيوني,0
4392,اسسس شو رامبو انتي حبيب فياض حر برأيه تماما متل ما جبران باسيل حر برأيه و حكيه المستفز كتير روق يا غرندايزر ,0
4393,نحتاج إلى غسيل دماغ جديد وكلّو بيرجع تمام بإذن الله   شرعوها للحشيشة ,0
4394,انت بوق ايراني مجوسي رخيص سعرك كلفول السوداني,1
4395,اذا معلمهم هبيلة بعمرك شفت عوني بيفهم,1
4396,مياومو الإعلام اللي شالوا كل مشاكل البلد تيركزوا على جبران باسيل,0
4397,الرئيس ميشال عون و الوزير جبران باسيل غصب عن راسك هول نخبة الناس مش متل معلمك النصّ طبيب,0
4398,حلو نشوفك اول رئيسة مجلس نواب وحاملة المطرقة الشاكوش,0
4399,معك حق لازم محاربة الفساد منبلش مين دعم فتوش بعين دارة و خرّب الجبل كرمال كسارة مش انت مين قوص,0
4400,الشيطان الاصغر بلط البحر يا عيب الشوم عليك ولك اكلت لشبعت من المختارة بس  صار عندك كرش وانتلت جيبتك صرت بدك تعطي  ,2
4401,كول هوا ما حدا غير امك مركبه راس حمار,2
4402,هيدا جبران باسيل,0
4403,اذا موظف فجعان رئيسو قلو بعطيك كم ساعة زيادة وسب جبران باسيل شغلتنا نقعد ندافع عن نفسنا نحنا ؟؟,0
4404,عن اي وطن تتكلم ,0
4405,كلكن على بعدكن فركوشين ونص من بعد الجمعة طبعا وبقرارة نفسكن بتعرفو هالشي بنسبة من الدروز والك عين  ,0
4406,انت القائد ,0
4407,متلو متل الجسوس اذا ما جاب اخبار ما بيقبض و الخواجة هون نفس الشي كل ما طول لسانو كل ما عبى الجي  ,0
4408,هيدا بتحطوا بتمك يا حيوان هيدا منطقكن,2
4409,لا انت ولا معلمك فيك تدق بصرمايته يا صرماية عتيقة ,2
4410,اهم شي تعمل سكرين شوت وتبعتها عالسفارة السعودية عشان يعملوا حسابك بالرز ,0
4411,في اليوم عندما جلّس موقفه و اصبح يفكر كإنسان معظمهم قالو عنه انه من مدرسة كمال جنبلاط و انا  ,0
4412,كلب والله لندوسك يا ابن الحرام لك يلعن ابو النفضك شو ابن حرام فشرت تكون حمصي سني ,2
4413,"موجة اعتراض واسعة على مواقع التواصل الاجتماعي بسبب نتائج مباراة كتاب العدل، حيث تم اعلان نجاح اشقاء وهم غرايس عصام",0
4414,قاوم مين و كيف طول عمرو عميل و مجرم كلب و في المينى رقم و الشهيدين كرامي و فرنجية بيشهدوا على جرائموا,2
4415,الحمار بس تقله حااا بيفهم هدون بتقلهن حاا بتلاقي حالك ما عارف من وين جاييك الضرب وبالآخر قاعد بباص أخضر وطالع عإدلب,0
4416,اللي بيوقف ورا المراسلين و بيقول باي للكاميرا و بيتلفن لأمه تتشوفو عالتلفزيون جايي يتفلسف و يترجملي تصريحات جبران,0
4417,نسيت شكرا قطر ؟ طول عمرك بتاكل وبتنكر مثل أسيادك ,0
4418,هدا الشعب اللي طرد الاسرائيلي لازم يصحى يوم ويطرد أصحاب المواكب لبنان كان درة المنطقة,0
4419,صحيفة الاخبار يا خرى هيدي تابعة للخنازير اتباع نظام بشار بدك ناخد بي كلامهم وشو بيكتبوا روح اعمل رجال و… ,1
4420,لو بتروح يا وهاب لوحدك افضل وجه لوجه الإستنكار يا بطل   ,0
4421,اللهم زدها سنكحة و عصمصة,0
4422,خراس انت وامثالك الجبناء ثلاث سنوات وانت ابكم لاتتكلم ما شأنك بسوريا ام تريد دعم بشار لتحظي برضى ,2
4423,بنت ابوها الله يحميكي ويحمي القائد انتم جبل في جبل♥    ,0
4424,ههههه يا مسلينا لانه كراكوز ,2
4425,تفوووو عليك سوري جربان مالنا ومالكم حريصة تحرقكم انتو واهل فلسطين,1
4426,الله يفصل راسك عن جسدك يا درزي يا قذر,1
4427,لعنتوا شرف الثورة يا أندال,2
4428,انت واحد صرمايي ,2
4429,"نريد قضاء نظيف، لا يتناسى الفاسدين و المخربين ",0
4430,ما قلتلي بتعيرتي شواربك لمع فيهن صباطي,2
4431,"ما بقى تقول له بك ، أن زمن البكاويي دفن وأنتهى وأصبحت عظامه مكاحل ",0
4432,شارل أيوب هل تعلم أن هذه السندات هي لقطر ولا يحق لأحد أن يتحكم بها؟ فكيف يكون جبران باسيل سارق ل مليون دولار من هذه السندات؟…,0
4433,مبروك عليك ومقاومة عن مقاومة بتفرق وبخصوص التسجيل معك حق بدنا توضيح و يا ريت ينفتح تحقيق ,0
4434,شوية غباء على تطبيل جبران باسيل,2
4435,معظم القواتجية صهاينة,0
4436,طلعت بالأخير سوريا مشاركة بالقمة العربية في بيروت عن طريق وزير خارجيتها جبران باسيل اللذي عرف عنه رغبته بوضع لوحة جلاء الجيش ا…,0
4437,القمة ترفض «عودة النازحين»,0
4438,بردت قهوتك يعني خراس تشرب قهوة يعني فرقنا بريحة طيبة,2
4439,نصيحة احكي مع الرئيس ميشال عون او هاجم جبران باسيل مليار دولار جابو من قطر شكرا قطر,0
4440,"اوقفت القوى الأمنية الناس على بعد حوالي كيلومترا من المطار بسبب مرور الوفود العربية الى القمة الفاشلة، تخيلوا عجوزا…",0
4441,شتقنا يا معالي الوزير تكون الصوت العالي للدفاع عن العهد ومن يمثل العهد بعدو صوتك بأذهان الناس  ❤  ,0
4442,ليك أنت بعدك مصدّق الكذبة؟؟ لك أنت زلمي بيّاع وشرّى وفينا نقول خرّا كمان خلص سد نيعك وخراس ايري بموديلك… ,2
4443,كلو مستفيد طبيعي يتم عدم المبالاة ,0
4444,فالمسؤولين فيه ما عادوا مسؤولين لبنانيين بل اصبحوا طوائفيين ,0
4445,لا بس هي صدفة بحت انو سوريا كبلد يعتبر بلد سني الاكثرية وكمان بالصدفة تم ابادة هالأكثرية وتهجيرها,0
4446,صهيوني اكتر من الصهاينة يا خروف مرتك,2
4447,ههههههههه اصلا احمد منزل تغريدة هلأ ما فيا جبران باسيل لأول مرة شكلوا اكل خرا    ,2
4448,ما قالك الهمالالي ممنوع التملق وتمسيح الجوخ لترضي اسيادك عكل انا حا قول قولتكم الشهيرة شكرا قطر ,0
4449,اين هو العهد القوي من هذه المهزلة بوق مأجور ,2
4450,يا باريس انت حمار ولا بتستحمر,2
4451,انت وجريدة الاخبار مصداقيه صافيه والنعم منك ومنها    بس ولا يهمك اللواء عثمان قاعد ع قلبك ان شاءالله ,0
4452," حملة مسعورة يقودها قواتيون ضد التيار الوطني الحرّ، بدعم من تيار المستقبل والاشتراكي، بسبب دعوة الوزير جبران باسيل لعودة سو…",0
4453,انت عم تغردي من كباريهات الاهرامات 🤔😂,2
4454,بعد ما خلصت مهمتك بعدهم عميدفشوك لتعمله فتنه بلبلد اكيد زادو الدفعه العقاب لوهاب وهاب قاتل ابو دياب ,0
4455,خوش معارض واطي والله,2
4456,سد بوزك ,2
4457,لا تلومونه وتنتقدوه فأنتم تركتم الساحة خالية له ولأسياده,0
4458,مطلوب نفي جبران جرجي باسيل  اعتقاله  محاكمته على ما وصل إليه لبنان الثقافة والعلم والإنفتاح مش ضرو ,0
4459,كنت بدي اكتها لقيت حداً سبقني ,0
4460,من ايمت جماعة المقاومة بيحكوا بفينيقيا,0
4461,واضح انو فتنجي هيدا يا صهيوني يا قواتجي والاثنين واحد,1
4462,كول خرا ,2
4463,الرئيس ميشال عون تعرض لحملات شيطنة لسنين عديدة حملات عنيفة,0
4464,باسيل لإعادة النازحين ودعم قطري للبنان باسيل يبحث لحل عقدة تشكيل الحكومة,0
4465,ماذا عن الفرن المخالف للقوانين عمار بلا رخصة على الأملاك العامة في خلدة والذي يملكه عباس إبراهيم؟ الي… ,0
4466,ومين ورا هدر المليارات وبعدو تقنين وصرنا بالعدادات يا سطلة,0
4467,هو ما قال اسرائيل لها حق بالأمان مين عم يترجملك يا أخ,0
4468,جبران باسيل قال ان لبنان سيلعب دور رئيسا في اعادة الاعمار في الدول العربية,0
4469,مهما تآمر المفسدين وتاجرو بأسم سيعرف العالم بأنهم عملاء متصهينين ,1
4470,اذا جبران باسيل خائن,2
4471,كم أنت خرا عندما لا تظهر إلا وقت الحاجة,2
4472,نريد دولة جديدة قادرة على محاسبة الخونة ووضعهم في السجون ,0
4473,يا محلى مين سرق العامود قدام مين سكّر المجرور,0
4474,كلي خرا افضل ما عرضك افرمو هلق ,2
4475,ليش تيوس الإمارت والسعودية مع السوريين واليمنيين شو ف خليك بصليبك تلحس بعضك,1
4476,وبعدين بقى شو بدك فيي علقتني بهل الورطة وعملتني نايب,0
4477,"مهضوم ما باك شي  بس لو قالولن بتشبهوا وئام وهاب، كانو استقالوا ",0
4478,كلام الحق ,0
4479,لا تستسلم ابدا مهما واجهتك الصعاب ,0
4480,كلام مزبوط مليون بالمية وليد جنمبلاط انت عليك بعبيدك اما نحن الاحرار ما الك هلاقة فينا ,0
4481,كول هوا ولا,2
4482,جبران باسيل معك     ,0
4483,نريد فقط رجال لديهم من الوطنية وحس المسؤولية لاستبدال طبقة فشلت عند كل استحقاق من … ,0
4484,سوريا المنتصرة ستعيد عزة وكرامة الأمة العربية رغم أنوف عملاء ,0
4485,نستغرب هذا السكوت وعدم الرد على هذه الإتهامات الملفقة والكلام الغير لائق ,0
4486,ماعندنا بارات للاسف البارات ببلدك وينظمها انتي وامك وبنات بلدك ,1
4487,الشاعر والأديب العراقي يتكلم عن دمشق وليس عن بشار الجزار ,0
4488,كالأسد الرابض ,0
4489,الدعس لك واتباع الصفويين ولاعقي احذيتهم,2
4490,عصابات السطة تتحكم بالبلد ,0
4491,لكل من اسمه نصيب اعور بالمخ انت ,2
4492,منظر هيدي الهبلة تبع التيار سينتيا يمين من بعد الخازوق من الشب الاشتراكي بيسوا الكرة الأرضية,2
4493,كلمتين سمعهم منيح لا انت ولا اكبر منك ولا الي بشد على مشدك بقلي كيف بدي احكي ,0
4494,مزرعة كل مين إيدو إلو ,0
4495,امننا مستباح و جبران باسيل بيعتبر امن اسرائيل حق بمقابلة مع ال تصديقا على كلام زياد اسود علاقتهم مع اميركا منيح ,0
4496,اداي في كتير مشحرين وقلال عقل في لبنان بقصد الذين يمدحون ويمجدون شخص مخلوق من لحم ونسوا ان الله هو من ي… ,0
4497,ألم يكن من المفترض مشاركة الرئيس الحريري في مؤتمر دافوس,0
4498,يا عيب الشوم عليكي شو هل بضاعة,2
4499,إلى شركائنا في الوطن من المرده إلى حركة أمل إلى القوات إلى الكتائب إلى الاشتراكي إلى فلنتفق على نقطة عدونا الموحد,0
4500,يا ترى كيف العالم كله متآمر على البطل بشار وصرله سبع سنين عم يدبح بالسوريين وما حدا لهلا استغل الفرصة ليتخلص منه,0
4501,والله ما قاريك ولا سامع فيك ولا مغبر على صرمايتو زحط ,2
4502,اتقي شر جبران باسيل نفس الشي,0
4503,لا تعلق على الشعب الخرى بطريقة الشعب الخرى,1
4504,ياريت شعبك بيسمع واذا سمع يوقف واذا وقف يحدث الفرق شعب لبنان تعبانة ,0
4505,يازلمه انتو اكبر مخربين انت ونظام الاسد في الفان وسته قلتم شكرا قطر ما عندكم وفاء لا حده ,2
4506,كل ما تشوفوا قوتجي حمار عم يجرب يلطش التيار بالنسبة لإنتخاب بري فرجوه مرشحهم الحمار شو قال علاقتهم استراتيجية مع بري مع عدم انتخابه,1
4507,"الحقير بيعرف حالو وما الك حق تحتقر حدا ما بدك تحترم رأيو انت حر ، رح الك شي وحر ما تحترموا أنت أثبتت إنك إنسان فاشل ولو بتحترم حالا بتقحطلك ولو في حدا من هول لي بتتمسخر عليهن بيحترموا حالن ليكسرولك راسك والغرور رح يقتلك وأكيد برنامجك",2
4508,جبران باسيل قوي واذكى من الدول الغربية ولا راح يرد عليهم  ,0
4509,فيك تزحط يا برغشة انت ومخك المعفن تركتلك مجال قلت بركة بتحترم حالك وكرمالك ل ورا يللا غالوبس,2
4510,اي شرف ليش انتو عندكم شرف ,2
4511,"نهاركم سعيد ديما شو لابسة اليوم  عنجد بعشق شو بتلبسي هيك، يا عمييي في اجمل من هيك صباح  ",0
4512,و شراميط الاعلام,2
4513,زمان بالمقلوب ولا يصح إلا الصحيح ,0
4514,وللحق هم كارهون ,0
4515,انت بتموت بتبسيط السياسة والمجتمع لكم كلمة مالهن علاقة,0
4516,رب يسعد مساك ,0
4517,يحمار انت والحبتور كنتو مجتمعين في باريس قبل سنه في فندق الريتس ممكن تحكيلي كم دفعلك؟؟ ,2
4518,لا يا دحوم لييييييش البلوك حرام عليك,0
4519,عن جد جحاش القوات و اذار نهيق و نهيق,1
4520,يا استاذ وئام هذا عميل حليفك إيران لماذا لاترحب به وقد امره سيدك بالحضور بدون شروط اهذا حقه عليكم وهو ينفذ ماتريدون ,0
4521,وان النصر لقريب ,0
4522,قدح وجم اذا ربحت رح اعطي نص المبلغ ل جبران باسيل,0
4523,احضر لي تصريح واحد تقول فيه اسرائيل سأحرق ايران و الايرانيين و لبنان و اللبنانيين او سوريا و السوريين …,0
4524,كلب مسيحي سليمان فرنجية تابع لتيار مرده لبناني عم يمشطو جماعته منطقة مجليا و لعرينيه,1
4525,حاجتها يا أرنب مصاري افش حنجيبك ,0
4526,بشار قتل وشرد ويتم شعبه ركز على شعبه مش حرب دول بشار خطف وقتل وذل اللبنانيه بما فيه الكفايه ,0
4527,شكلك مقصرة بواجباتك الوطنية ابيصير,0
4528,"إستاذ طلال، شخص بعمرك ما بتستحي تحكي هيك حكي؟ في شي شخص استرجى يحكي ضد إسرائيل على ال متل ما حكي جبران باسيل؟",0
4529,كول هوا ولاتضل تحاول تسرق الحساب,2
4530,مياومو الإعلام كل شائعة فيها جبران باسيل بيغلى سعرها,0
4531,سوال وجيه ,0
4532,حكومة الحمدين وأضف لهم وزير خارجية لبنان جبران باسيل كلهم كذابين,0
4533,الصعلوك سليمان فرنجية نحن مع المقاومة في اي زمان ومكان وخصوصا في القصير ليش مينك انت يا أهبل اذا كان جدك باع البلد لحافظ كلب انت بعت عائلتك,2
